R	2_bonds	no_bonds	303_350
8.75	0.0	0.0	0.0
8.85	0.0	0.0	0.0
8.95	0.0	0.0	0.0
9.05	0.0	0.0	0.0
9.15	0.0	0.0	0.0
9.25	0.0	0.0	0.0
9.35	0.0	0.0	0.0
9.45	0.0	0.0	0.0
9.55	0.0	0.0	0.0
9.65	0.0	0.0	0.0
9.75	0.0	0.0	0.0
9.85	0.0	0.0	0.0
9.95	0.0	0.0	0.0
10.05	0.0	0.0	0.0
10.15	0.0	0.0	0.0
10.25	0.0	0.0	0.0
10.35	0.0	0.0	0.0
10.45	0.0	0.0	0.0
10.55	0.0	0.0	0.0
10.65	0.0	0.0	0.0
10.75	0.0	0.0	0.0
10.85	0.0	0.0	0.0
10.95	0.0	0.0	0.0
11.05	0.0	0.0	0.0
11.15	0.0	0.0	0.0
11.25	0.0	0.0	0.0
11.35	0.0	0.0	0.0
11.45	0.0	0.0	0.0
11.55	0.0	0.0	0.0
11.65	0.0	0.0	0.0
11.75	0.0	0.0	0.0
11.85	0.0	0.0	0.0
11.95	0.0	0.0	0.0
12.05	0.0	0.0	0.0
12.15	0.0	0.0	0.0
12.25	0.0	0.0	0.0
12.35	0.0	0.0	0.0
12.45	0.0	0.0	0.0
12.55	0.0	0.0	0.0
12.65	0.0	0.0	0.0
12.75	0.0	0.0	0.0
12.85	0.0	0.0	0.0
12.95	0.0	0.0	0.0
13.05	0.0	0.0	0.0
13.15	0.0	0.0	0.0
13.25	0.0	0.0	0.0
13.35	0.0	0.0	0.0
13.45	0.0	0.0	0.0
13.55	0.0	0.0	0.0
13.65	0.0	0.0	0.0
13.75	0.0	0.0	0.0
13.85	0.0	0.0	0.0
13.95	0.0	0.0	0.0
14.05	0.0	0.0	0.0
14.15	0.0	0.0	0.0
14.25	0.0	0.0	0.0
14.35	0.0	0.0	0.0
14.45	0.0	0.0	0.0
14.55	0.0	0.0	0.0
14.65	0.0	0.0	0.0
14.75	0.0	0.0	0.0
14.85	0.0	0.0	0.0
14.95	0.0	0.0	0.0
15.05	0.0	0.0	0.0
15.15	0.0	0.0	0.0
15.25	0.0	0.0	0.0
15.35	0.0	0.0	0.0
15.45	0.0	0.0	0.0
15.55	0.0	0.0	0.0
15.65	0.0	0.0	0.0
15.75	0.0	0.0	0.0
15.85	0.0	0.0	0.0
15.95	0.0	0.0	0.0
16.05	0.0	0.0	0.0
16.15	0.0	0.0	0.0
16.25	0.0	0.0	0.0
16.35	0.0	0.0	0.0
16.45	0.0	0.0	0.0
16.55	0.0	0.0	0.0
16.65	0.0	0.0	0.0
16.75	0.0	0.0	0.0
16.85	0.0	0.0	0.0
16.95	0.0	0.0	0.0
17.05	0.0	0.0	0.0
17.15	0.0	0.0	0.0
17.25	0.0	0.0	0.0
17.35	0.0	0.0	0.0
17.45	0.0	0.0	0.0
17.55	0.0	0.0	0.0
17.65	0.0	0.0	0.0
17.75	0.0	0.0	0.0
17.85	0.0	0.0	0.0
17.95	0.0	0.0	0.0
18.05	0.0	0.0	0.0
18.15	0.0	0.0	0.0
18.25	0.0	0.0	0.0
18.35	0.0	0.0	0.0
18.45	0.0	0.0	0.0
18.55	0.0	0.0	0.0
18.65	0.0	0.0	0.0
18.75	0.0	0.0	0.0
18.85	0.0	0.0	0.0
18.95	0.0	0.0	0.0
19.05	0.0	0.0	0.0
19.15	0.0	0.0	0.0
19.25	0.0	0.0	0.0
19.35	0.0	0.0	0.0
19.45	0.0	0.0	0.0
19.55	0.0	0.0	0.0
19.65	0.0	0.0	0.0
19.75	0.0	0.0	0.0
19.85	0.0	0.0	0.0
19.95	0.0	0.0	0.0
20.05	0.0	0.0	0.0
20.15	0.0	0.0	0.0
20.25	0.0	0.0	0.0
20.35	0.0	0.0	0.0
20.45	0.0	0.0	0.0
20.55	0.0	0.0	0.0
20.65	0.0	0.0	0.0
20.75	0.0	0.0	0.0
20.85	0.0	0.0	0.0
20.95	0.0	0.0	0.0
21.05	0.0	0.0	0.0
21.15	0.0	0.0	0.0
21.25	0.0	0.0	0.0
21.35	0.0	0.0	0.0
21.45	0.0	0.0	0.0
21.55	0.0	0.0	0.0
21.65	0.0	0.0	0.0
21.75	0.0	0.0	0.0
21.85	0.0	0.0	0.0
21.95	0.0	0.0	0.0
22.05	0.0	0.0	0.0
22.15	0.0	0.0	0.0
22.25	0.0	0.0	0.0
22.35	0.0	0.0	0.0
22.45	0.0	0.0	0.0
22.55	0.0	0.0	0.0
22.65	0.0	0.0	0.0
22.75	0.0	0.0	0.0
22.85	0.0	0.0	0.0
22.95	0.0	0.0	0.0
23.05	0.0	0.0	0.0
23.15	0.0	0.0	0.0
23.25	0.0	0.0	0.0
23.35	0.0	0.0	0.0
23.45	0.0	0.0	0.0
23.55	0.0	0.0	0.0
23.65	0.0	0.0	0.0
23.75	0.0	0.0	0.0
23.85	0.0	0.0	0.0
23.95	0.0	0.0	0.0
24.05	0.0	0.0	0.0
24.15	0.0	0.0	0.0
24.25	0.0	0.0	0.0
24.35	0.0	0.0	0.0
24.45	0.0	0.0	0.0
24.55	0.0	0.0	0.0
24.65	0.0	0.0	0.0
24.75	0.0	0.0	0.0
24.85	0.0	0.0	0.0
24.95	0.0	0.0	0.0
25.05	0.0	0.0	0.0
25.15	0.0	0.0	0.0
25.25	0.0	0.0	0.0
25.35	0.0	0.0	0.0
25.45	0.0	0.0	0.0
25.55	0.0	0.0	0.0
25.65	0.0	0.0	0.0
25.75	0.0	0.0	0.0
25.85	0.0	0.0	0.0
25.95	0.0	0.0	0.0
26.05	0.0	0.0	0.0
26.15	0.0	0.0	0.0
26.25	0.0	0.0	0.0
26.35	0.0	0.0	0.0
26.45	0.0	0.0	0.0
26.55	0.0	0.0	0.0
26.65	0.0	0.0	0.0
26.75	0.0	0.0	0.0
26.85	0.0	0.0	0.0
26.95	0.0	0.0	0.0
27.05	0.0	0.0	0.0
27.15	0.0	0.0	0.0
27.25	0.0	0.0	0.0
27.35	0.0	0.0	0.0
27.45	0.0	0.0	0.0
27.55	0.0	0.0	0.0
27.65	0.0	0.0	0.0
27.75	0.0	0.0	0.0
27.85	0.0	0.0	0.0
27.95	0.0	0.0	0.0
28.05	0.0	0.0	0.0
28.15	0.0	0.0	0.0
28.25	0.0	0.0	0.0
28.35	0.0	0.0	0.0
28.45	0.0	0.0	0.0
28.55	0.0	0.0	0.0
28.65	0.0	0.0	0.0
28.75	0.0	0.0	0.0
28.85	0.0	0.0	0.0
28.95	0.0	0.0	0.0
29.05	0.0	0.0	0.0
29.15	0.0	0.0	0.0
29.25	0.0	0.0	0.0
29.35	0.0	0.0	0.0
29.45	0.0	0.0	0.0
29.55	0.0	0.0	0.0
29.65	0.0	0.0	0.0
29.75	0.0	0.0	0.0
29.85	0.0	0.0	0.0
29.95	0.0	0.0	0.0
30.05	0.0	0.0	0.0
30.15	0.0	0.0	0.0
30.25	0.0	0.0	0.0
30.35	0.0	0.0	0.0
30.45	0.0	0.0	0.0
30.55	0.0	0.0	0.0
30.65	0.0	0.0	0.0
30.75	0.0	0.0	0.0
30.85	0.0	0.0	0.0
30.95	0.0	0.0	0.0
31.05	0.0	0.0	0.0
31.15	0.0	0.0	0.0
31.25	0.0	0.0	0.0
31.35	0.0	0.0	0.0
31.45	0.0	0.0	0.0
31.55	0.0	0.0	0.0
31.65	0.0	0.0	0.0
31.75	0.0	0.0	0.0
31.85	0.0	0.0	0.0
31.95	0.0	0.0	0.0
32.05	0.0	0.0	0.0
32.15	0.0	0.0	0.0
32.25	0.0	0.0	0.0
32.35	0.0	0.0	0.0
32.45	0.0	0.0	0.0
32.55	0.0	0.0	0.0
32.65	0.0	0.0	0.0
32.75	0.0	0.0	0.0
32.85	0.0	0.0	0.0
32.95	0.0	0.0	0.0
33.05	0.0	0.0	0.0
33.15	0.0	0.0	0.0
33.25	0.0	0.0	0.0
33.35	0.0	0.0	0.0
33.45	0.0	0.0	0.0
33.55	0.0	0.0	0.0
33.65	0.0	0.0	0.0
33.75	0.0	0.0	0.0
33.85	0.0	0.0	0.0
33.95	0.0	0.0	0.0
34.05	0.0	0.0	0.0
34.15	0.0	0.0	0.0
34.25	0.0	0.0	0.0
34.35	0.0	0.0	0.0
34.45	0.059880352438009744	0.0	0.0
34.55	0.08929562121958663	0.0	0.0
34.65	0.059188247343404915	0.0	0.0
34.75	0.0588480859413275	0.0	0.0
34.85	0.029254924332842828	0.0	0.0
34.95	0.1745391551977487	0.0	0.0
35.05	0.14465791351007476	0.0	0.0
35.15	0.28769294757961156	0.0	0.0
35.25	0.5722139896047562	0.0	0.0
35.35	0.2560010373826916	0.0	0.0
35.45	0.5940483533294754	0.0	0.0
35.55	0.7033983735554561	0.02617186534316906	0.0
35.65	0.6433141645914997	0.026025244633362643	0.0
35.75	0.9455805406961653	0.07767857497021755	0.0
35.85	1.2169247937511631	0.12885092666231035	0.027610089020751665
35.95	1.3201960178612746	0.10247134839104888	0.027456700032920913
36.05	1.559206349583587	0.2038025774669567	0.0
36.15	2.039896365658623	0.2533260398388125	0.0
36.25	2.218042396302698	0.32761997877113336	0.08102623748304058
36.35	2.6098184125426864	0.5012177919541787	0.05375874490286863
36.45	3.451895142411614	0.7726270220389012	0.18710667484095608
36.55	3.8321039350058497	0.7929856696007557	0.29219450061639796
36.65	4.34074489473732	1.2815974107358454	0.34367202774517436
36.75	5.185689989361304	1.593445376752232	0.841038604096574
36.85	5.55022387985731	1.584867056920969	0.9673676973988374
36.95	6.7183865450631375	2.3038541998061866	1.4299983044635542
37.05	6.785776411919619	3.135760586234457	1.3707684733305403
37.15	8.70671352874314	3.8390529444567463	2.0063771703798086
37.25	9.608837278269485	4.582134105208663	3.0444505853323904
37.35	10.092449175075775	5.483213680007129	3.5880267115083955
37.45	11.483228037319465	7.082806809452199	4.378449989344518
37.55	12.506867255593965	8.384022719040649	5.613652687322012
37.65	14.422131126737561	9.016627504979626	5.934438260089837
37.75	15.419276811852	10.08419688198649	8.019776699698891
37.85	17.272001821257703	11.69545825636453	7.730472931189409
37.95	17.355591882147813	13.335866514432931	9.75993152362573
38.05	18.370310796137844	14.706782017319167	9.684038145627245
38.15	21.498098340224	17.22361801151646	11.31657023898234
38.25	20.996932604584444	18.558906724300066	13.53772586294642
38.35	23.88547322208328	20.80328962962605	13.516020399399517
38.45	25.662344247918494	21.77124679194347	16.470814343839677
38.55	27.107706942671197	22.349582811784238	17.746515552909578
38.65	27.753720551779598	25.40334873997732	19.009301267440435
38.75	28.723776698065688	26.640075066295587	21.346715759442414
38.85	31.56866668980026	27.05064574788555	22.199492585022128
38.95	32.53085679758966	28.61526907646325	24.800209337252927
39.05	33.182049606880376	30.663248139433588	27.39578585062791
39.15	36.26124037876826	31.348177856096008	29.827386320955245
39.25	36.19225862868617	34.434632867489434	30.298013759369386
39.35	36.443265703519074	33.23314039907591	31.473429718530795
39.45	36.99044016774602	35.61746193799989	34.00444488571255
39.55	40.62406173114823	35.6914726611241	33.87922767936024
39.65	39.87449890379793	37.53495100434499	37.38894774526539
39.75	42.355010838407196	38.267779585308446	38.750904904647896
39.85	42.61255495643851	39.7025406594149	40.32243210403286
39.95	41.75291261346563	40.189510100228816	41.03249792039563
40.05	42.1656432826225	40.71049242027282	40.96006638030933
40.15	43.36727366516554	43.32392439855749	42.89263447157131
40.25	45.3928860859176	41.12554818973745	42.37178136262862
40.35	43.39752770799557	43.56540316347573	43.29603424176911
40.45	43.07507139904772	43.02678117758893	44.947184729618066
40.55	43.31764543675837	42.57197599524475	44.85719835647623
40.65	45.12609468525329	43.385310027608384	45.75261783785422
40.75	43.81416840574008	45.52609327908251	45.74240155763014
40.85	43.08887352766831	44.33150170709327	44.94259447647098
40.95	43.53621140608949	43.38357854733039	45.02088696234831
41.05	43.220312157238205	42.72100230527206	45.939861521971686
41.15	43.34526727978883	42.51412630113413	47.70603776606393
41.25	41.9863016426926	41.39313857131888	44.617922999013146
41.35	41.90752389413578	42.1428591536291	46.20949643901919
41.45	37.153101745420294	40.05086378842626	44.82914556529737
41.55	38.99345307868792	39.397198390820144	42.926207523143425
41.65	37.5566555687542	39.20877599785178	43.08934370913162
41.75	35.41701803092081	37.063741146786974	42.68030676940746
41.85	34.94445186544974	34.61801769412663	41.38232277448207
41.95	33.8691581248203	33.813037880674926	38.90562054169337
42.05	31.67656823104545	33.166628693040415	39.18192365297507
42.15	29.946144636930725	30.36162969453934	37.758058342952836
42.25	29.604681420556474	28.884271086239007	35.84978221794481
42.35	28.592024758031464	26.64323383718437	33.70238579033565
42.45	25.47804040698209	25.524016880045107	31.316141473278513
42.55	24.101855598160462	24.965471685565802	30.28875024775676
42.65	23.205580925780506	21.990940575080018	29.75538529511062
42.75	22.009166949085667	21.760871868399448	28.95595093808069
42.85	21.169774750358346	20.541061904894427	26.15430824438426
42.95	18.680706763710496	19.637760192025294	25.704144934361537
43.05	17.88422102866915	17.58196827853743	22.425576438885976
43.15	17.877382772571888	16.130729467601718	20.435306893908812
43.25	15.361904044401918	15.84448803071487	20.795134264526848
43.35	15.233783139749187	14.061907570535071	19.01807856962809
43.45	13.186450548867096	13.505486121390502	17.502618851064497
43.55	12.919988070005639	12.291457437357863	16.822896219294527
43.65	11.330153388936584	10.792343370400106	14.753620370248333
43.75	10.070930103708012	10.63927509920096	13.090807976299654
43.85	8.860023947076941	9.248009015671915	12.736315968021547
43.95	8.506032633501073	8.537636342631025	11.00660788175924
44.05	7.075023822800144	7.474385693845188	10.992669123135917
44.15	7.079749597849291	6.353551203660505	9.741416331389186
44.25	6.139271455401261	5.462304958807889	8.464635942398102
44.35	5.389089889348185	4.3096490154270874	7.686780184640072
44.45	3.923632188163463	4.1565083296704355	7.077938461174524
44.55	4.229221690487752	3.186686323054702	5.972353736631197
44.65	3.193697714681087	3.0067337228371764	5.109206700634648
44.75	2.6109104585132896	2.050378396282813	4.7141991190884465
44.85	2.563818034460015	1.7944096363005602	4.357989534331785
44.95	1.918668897220729	1.6061926104521325	3.249604421863682
45.05	1.506894545859934	1.1096251135341155	3.1303859793290374
45.15	1.3608954060776428	0.8284297878189485	2.402501707676282
45.25	1.2680726141415815	0.4529469877154454	2.4441385418192203
45.35	0.8646235821385905	0.40256233255533286	1.6911089095631742
45.45	0.7575500653802619	0.38475565054502864	1.5462617242768355
45.55	0.42856523621457876	0.19151853527119295	1.1973565462113143
45.65	0.4949970993190664	0.19068915898943004	0.8346734128993784
45.75	0.2888550780009009	0.11072439433918738	0.9323321411674587
45.85	0.16918726327315814	0.07874837961990327	0.6752902917802128
45.95	0.18530757430233194	0.0784041968225497	0.6051546058873039
46.05	0.1174490389205995	0.0	0.35138816681271323
46.15	0.15013253975287355	0.0	0.28333213464602125
46.25	0.03323301414072338	0.0	0.19906021497400708
46.35	0.049676581379630685	0.0	0.24774682631107756
46.45	0.016481380551667084	0.0	0.11510949734505774
46.55	0.0	0.0	0.0
46.65	0.01635770093493341	0.0	0.06514772738725176
46.75	0.0	0.0	0.06491078687390645
46.85	0.0	0.0	0.0
46.95	0.0	0.0	0.04828123680282275
47.05	0.0	0.0	0.0
47.15	0.0	0.0	0.0
47.25	0.0	0.0	0.0
47.35	0.0	0.0	0.0
47.45	0.0	0.0	0.0
47.55	0.0	0.0	0.0
47.65	0.0	0.0	0.0
47.75	0.0	0.0	0.0
47.85	0.0	0.0	0.0
47.95	0.0	0.0	0.0
48.05	0.0	0.0	0.0
48.15	0.0	0.0	0.0
48.25	0.0	0.0	0.0
48.35	0.0	0.0	0.0
48.45	0.0	0.0	0.0
48.55	0.0	0.0	0.0
48.65	0.0	0.0	0.0
48.75	0.0	0.0	0.0
48.85	0.0	0.0	0.0
48.95	0.0	0.0	0.0
49.05	0.0	0.0	0.0
49.15	0.0	0.0	0.0
49.25	0.0	0.0	0.0
49.35	0.0	0.0	0.0
49.45	0.0	0.0	0.0
49.55	0.0	0.0	0.0
49.65	0.0	0.0	0.0
49.75	0.0	0.0	0.0
49.85	0.0	0.0	0.0
49.95	0.0	0.0	0.0
50.05	0.0	0.0	0.0
50.15	0.0	0.0	0.0
50.25	0.0	0.0	0.0
50.35	0.0	0.0	0.0
50.45	0.0	0.0	0.0
50.55	0.0	0.0	0.0
50.65	0.0	0.0	0.0
50.75	0.0	0.0	0.0
50.85	0.0	0.0	0.0
50.95	0.0	0.0	0.0
51.05	0.0	0.0	0.0
51.15	0.0	0.0	0.0
51.25	0.0	0.0	0.0
51.35	0.0	0.0	0.0
51.45	0.0	0.0	0.0
51.55	0.0	0.0	0.0
51.65	0.0	0.0	0.0
51.75	0.0	0.0	0.0
51.85	0.0	0.0	0.0
51.95	0.0	0.0	0.0
52.05	0.0	0.0	0.0
52.15	0.0	0.0	0.0
52.25	0.0	0.0	0.0
52.35	0.0	0.0	0.0
52.45	0.0	0.0	0.0
52.55	0.0	0.0	0.0
52.65	0.0	0.0	0.0
52.75	0.0	0.0	0.0
52.85	0.0	0.0	0.0
52.95	0.0	0.0	0.0
53.05	0.0	0.0	0.0
53.15	0.0	0.0	0.0
53.25	0.0	0.0	0.0
53.35	0.0	0.0	0.0
53.45	0.0	0.0	0.0
53.55	0.0	0.0	0.0
53.65	0.0	0.0	0.0
53.75	0.0	0.0	0.0
53.85	0.0	0.0	0.0
53.95	0.0	0.0	0.0
54.05	0.0	0.0	0.0
54.15	0.0	0.0	0.0
54.25	0.0	0.0	0.0
54.35	0.0	0.0	0.0
54.45	0.0	0.0	0.0
54.55	0.0	0.0	0.0
54.65	0.0	0.0	0.0
54.75	0.0	0.0	0.0
54.85	0.0	0.0	0.0
54.95	0.0	0.0	0.0
55.05	0.0	0.0	0.0
55.15	0.0	0.0	0.0
55.25	0.0	0.0	0.0
55.35	0.0	0.0	0.0
55.45	0.0	0.0	0.0
55.55	0.0	0.0	0.0
55.65	0.0	0.0	0.0
55.75	0.0	0.0	0.0
55.85	0.0	0.0	0.0
55.95	0.0	0.0	0.0
56.05	0.0	0.0	0.0
56.15	0.0	0.0	0.0
56.25	0.0	0.0	0.0
56.35	0.0	0.0	0.0
56.45	0.0	0.0	0.0
56.55	0.0	0.0	0.0
56.65	0.0	0.0	0.0
56.75	0.0	0.0	0.0
56.85	0.0	0.0	0.0
56.95	0.0	0.0	0.0
57.05	0.0	0.0	0.0
57.15	0.0	0.0	0.0
57.25	0.0	0.0	0.0
57.35	0.0	0.0	0.0
57.45	0.0	0.0	0.0
57.55	0.0	0.0	0.0
57.65	0.0	0.0	0.0
57.75	0.0	0.0	0.0
57.85	0.0	0.0	0.0
57.95	0.0	0.0	0.0
58.05	0.0	0.0	0.0
58.15	0.0	0.0	0.0
58.25	0.0	0.0	0.0
58.35	0.0	0.0	0.0
58.45	0.0	0.0	0.0
58.55	0.0	0.0	0.0
58.65	0.0	0.0	0.0
58.75	0.0	0.0	0.0
58.85	0.0	0.0	0.0
58.95	0.0	0.0	0.0
59.05	0.0	0.0	0.0
59.15	0.0	0.0	0.0
59.25	0.0	0.0	0.0
59.35	0.0	0.0	0.0
59.45	0.0	0.0	0.0
59.55	0.0	0.0	0.0
59.65	0.0	0.0	0.0
59.75	0.0	0.0	0.0
59.85	0.0	0.0	0.0
59.95	0.0	0.0	0.0
60.05	0.0	0.0	0.0
60.15	0.0	0.0	0.0
60.25	0.0	0.0	0.0
60.35	0.0	0.0	0.0
60.45	0.0	0.0	0.0
60.55	0.0	0.0	0.0
60.65	0.0	0.0	0.0
60.75	0.0	0.0	0.0
60.85	0.0	0.0	0.0
60.95	0.0	0.0	0.0
61.05	0.0	0.0	0.0
61.15	0.0	0.0	0.0
61.25	0.0	0.0	0.0
61.35	0.0	0.0	0.0
61.45	0.0	0.0	0.0
61.55	0.0	0.0	0.0
61.65	0.0	0.0	0.0
61.75	0.0	0.0	0.0
61.85	0.0	0.0	0.0
61.95	0.0	0.0	0.0
62.05	0.0	0.0	0.0
62.15	0.0	0.0	0.0
62.25	0.0	0.0	0.0
62.35	0.0	0.0	0.0
62.45	0.0	0.0	0.0
62.55	0.0	0.0	0.0
62.65	0.0	0.0	0.0
62.75	0.0	0.0	0.0
62.85	0.0	0.0	0.0
62.95	0.0	0.0	0.0
63.05	0.0	0.0	0.0
63.15	0.0	0.0	0.0
63.25	0.0	0.0	0.0
63.35	0.0	0.0	0.0
63.45	0.0	0.0	0.0
63.55	0.0	0.0	0.0
63.65	0.0	0.0	0.0
63.75	0.0	0.0	0.0
63.85	0.0	0.0	0.0
63.95	0.0	0.0	0.0
64.05	0.0	0.0	0.0
64.15	0.0	0.0	0.0
64.25	0.0	0.0	0.0
64.35	0.0	0.0	0.0
64.45	0.0	0.0	0.0
64.55	0.0	0.0	0.0
64.65	0.0	0.0	0.0
64.75	0.0	0.0	0.0
64.85	0.0	0.0	0.0
64.95	0.0	0.0	0.0
65.05	0.0	0.0	0.0
65.15	0.0	0.0	0.0
65.25	0.0	0.0	0.0
65.35	0.0	0.0	0.0
65.45	0.0	0.0	0.0
65.55	0.0	0.0	0.0
65.65	0.0	0.0	0.0
65.75	0.0	0.0	0.0
65.85	0.0	0.0	0.0
65.95	0.0	0.0	0.0
66.05	0.0	0.0	0.0
66.15	0.0	0.0	0.0
66.25	0.0	0.0	0.0
66.35	0.0	0.0	0.0
66.45	0.0	0.0	0.0
66.55	0.0	0.0	0.0
66.65	0.0	0.0	0.0
66.75	0.0	0.0	0.0
66.85	0.0	0.0	0.0
66.95	0.0	0.0	0.0
67.05	0.0	0.0	0.0
67.15	0.0	0.0	0.0
67.25	0.0	0.0	0.0
67.35	0.0	0.0	0.0
67.45	0.0	0.0	0.0
67.55	0.0	0.0	0.0
67.65	0.0	0.0	0.0
67.75	0.0	0.0	0.0
67.85	0.0	0.0	0.0
67.95	0.0	0.0	0.0
68.05	0.0	0.0	0.0
68.15	0.0	0.0	0.0
68.25	0.0	0.0	0.0
68.35	0.0	0.0	0.0
68.45	0.0	0.0	0.0
68.55	0.0	0.0	0.0
68.65	0.0	0.0	0.0
68.75	0.0	0.0	0.0
68.85	0.0	0.0	0.0
68.95	0.0	0.0	0.0
69.05	0.0	0.0	0.0
69.15	0.0	0.0	0.0
69.25	0.0	0.0	0.0
69.35	0.0	0.0	0.0
69.45	0.0	0.0	0.0
69.55	0.0	0.0	0.0
69.65	0.0	0.0	0.0
69.75	0.0	0.0	0.0
69.85	0.0	0.0	0.0
69.95	0.0	0.0	0.0
70.05	0.0	0.0	0.0
70.15	0.0	0.0	0.0
70.25	0.0	0.0	0.0
70.35	0.0	0.0	0.0
70.45	0.0	0.0	0.0
70.55	0.0	0.0	0.0
70.65	0.0	0.0	0.0
70.75	0.0	0.0	0.0
70.85	0.0	0.0	0.0
70.95	0.0	0.0	0.0
71.05	0.0	0.0	0.0
71.15	0.0	0.0	0.0
71.25	0.0	0.0	0.0
71.35	0.0	0.0	0.0
71.45	0.0	0.0	0.0
71.55	0.0	0.0	0.0
71.65	0.0	0.0	0.0
71.75	0.0	0.0	0.0
71.85	0.0	0.0	0.0
71.95	0.0	0.0	0.0
72.05	0.0	0.0	0.0
72.15	0.0	0.0	0.0
72.25	0.0	0.0	0.0
72.35	0.0	0.0	0.0
72.45	0.0	0.0	0.0
72.55	0.0	0.0	0.0
72.65	0.0	0.0	0.0
72.75	0.0	0.0	0.0
72.85	0.0	0.0	0.0
72.95	0.0	0.0	0.0
73.05	0.0	0.0	0.0
73.15	0.0	0.0	0.0
73.25	0.0	0.0	0.0
73.35	0.0	0.0	0.0
73.45	0.0	0.0	0.0
73.55	0.0	0.0	0.0
73.65	0.0	0.0	0.0
73.75	0.0	0.0	0.0
73.85	0.0	0.0	0.0
73.95	0.0	0.0	0.0
74.05	0.0	0.0	0.0
74.15	0.0	0.0	0.0
74.25	0.0	0.0	0.0
74.35	0.0	0.0	0.0
74.45	0.0	0.0	0.0
74.55	0.0	0.0	0.0
74.65	0.0	0.0	0.0
74.75	0.0	0.0	0.0
74.85	0.0	0.0	0.0
74.95	0.0	0.0	0.0
75.05	0.0	0.0	0.0
75.15	0.0	0.0	0.0
75.25	0.0	0.0	0.0
75.35	0.0	0.0	0.0
75.45	0.0	0.0	0.0
75.55	0.0	0.0	0.0
75.65	0.0	0.0	0.0
75.75	0.0	0.0	0.0
75.85	0.0	0.0	0.0
75.95	0.0	0.0	0.0
76.05	0.0	0.0	0.0
76.15	0.0	0.0	0.0
76.25	0.0	0.0	0.0
76.35	0.0	0.0	0.0
76.45	0.0	0.0	0.0
76.55	0.0	0.0	0.0
76.65	0.0	0.0	0.0
76.75	0.0	0.0	0.0
76.85	0.0	0.0	0.0
76.95	0.0	0.0	0.0
77.05	0.0	0.0	0.0
77.15	0.0	0.0	0.0
77.25	0.0	0.0	0.0
77.35	0.0	0.0	0.0
77.45	0.0	0.0	0.0
77.55	0.0	0.0	0.0
77.65	0.0	0.0	0.0
77.75	0.0	0.0	0.0
77.85	0.0	0.0	0.0
77.95	0.0	0.0	0.0
78.05	0.0	0.0	0.0
78.15	0.0	0.0	0.0
78.25	0.0	0.0	0.0
