Frame	2_bonds	no_bonds	303_350
169	1.980830	4.839165	4.206692
170	2.035416	3.977402	3.660908
171	1.988411	3.850432	4.456559
172	2.010263	3.902756	4.226475
173	1.990504	4.151814	3.898393
174	1.973352	3.964880	4.418706
175	2.076342	3.680504	3.635225
176	2.025966	3.905764	3.553050
177	2.120801	3.831934	3.576513
178	2.045406	4.290074	4.422000
179	1.961018	4.127098	4.224535
180	1.972921	3.985733	3.905569
181	2.114240	3.612474	4.471945
182	2.059164	4.382431	3.511228
183	2.015990	5.815223	3.849993
184	2.069542	3.491610	4.036256
185	2.015802	4.213945	3.592773
186	2.022997	4.769213	4.517370
187	1.985335	4.632858	3.864909
188	2.043275	6.632696	4.084702
189	2.031701	7.114942	3.466374
190	2.051693	4.551511	3.921413
191	2.055406	4.076641	3.991982
192	2.034593	4.580263	4.766422
193	1.961831	4.868862	3.907233
194	1.971053	4.049522	4.323823
195	2.024066	3.974268	3.630324
196	2.089350	4.445062	4.550353
197	2.040079	4.701458	4.132338
198	2.039206	5.140479	4.096709
199	2.007754	4.471375	3.579541
200	2.047653	4.165898	3.752842
201	2.026611	3.751588	3.824323
202	2.058576	5.045292	3.673329
203	2.009099	5.159569	3.991361
204	1.986827	5.618239	3.458971
205	1.959741	4.398584	4.011816
206	1.945058	5.012396	3.643400
207	2.105302	3.782888	3.675340
208	1.960162	4.919129	4.441089
209	1.995681	4.556152	3.903419
210	2.062486	3.873822	3.976723
211	2.085499	3.910522	4.965890
212	2.068416	4.278757	3.956043
213	1.965780	3.915038	3.595864
214	1.984335	4.653634	4.504338
215	1.993792	3.785492	4.244174
216	2.062320	4.364607	3.812566
217	1.978758	4.006219	3.854527
218	2.011754	4.168877	3.818044
219	2.035627	4.372946	4.005966
220	1.947533	3.951679	3.844586
221	2.049355	3.739424	3.928847
222	2.018197	3.498603	4.397830
223	2.041297	3.450190	3.897997
224	1.988605	4.238784	3.791048
225	2.054541	4.842836	4.662128
226	1.993949	4.713652	4.564445
227	1.991675	4.630630	4.835042
228	2.011688	4.188691	4.006813
229	2.047907	3.753046	4.366118
230	1.998142	4.104149	3.614695
231	2.080731	3.758614	4.078196
232	2.062700	4.050552	3.597225
233	2.074550	3.955863	3.897306
234	2.035314	3.606085	3.858397
235	2.006996	3.491541	3.919654
236	2.037218	4.092129	3.725513
237	1.971749	3.697252	4.314300
238	2.032763	4.032788	4.358084
239	1.998553	3.580157	4.438006
240	2.033154	4.174420	4.515247
241	2.020976	4.174232	3.912454
242	2.051400	4.124208	4.038968
243	2.070477	4.107787	3.823542
244	2.014626	3.527525	4.339590
245	2.007392	3.391444	3.591245
246	2.044113	3.854660	4.242605
247	2.020354	3.711413	3.803450
248	2.026239	4.138986	3.958726
249	2.071770	3.725047	4.207638
250	1.980248	4.163094	4.029608
251	2.057842	4.165034	4.760334
252	2.060026	4.174739	4.390767
253	1.980114	4.257073	4.034821
254	1.988744	3.647041	3.800115
255	1.999548	4.095948	3.872674
256	2.033298	3.870994	4.554615
257	2.025133	3.803577	3.532392
258	1.994007	4.035440	4.089332
259	2.004288	3.847037	3.975294
260	2.051318	3.784589	3.846594
261	2.006361	4.240932	3.705924
262	2.036683	3.980607	4.785453
263	2.012896	4.278720	3.357111
264	1.966084	3.394132	3.520174
265	2.003247	3.896118	3.765455
266	2.052726	3.922827	3.453611
267	2.076139	3.917762	4.012516
268	1.986598	3.530829	4.460827
269	2.121160	4.252820	4.015354
270	2.003205	3.979782	4.081955
271	2.058440	3.752712	3.468928
272	2.023066	3.864942	4.112418
273	2.018276	3.800714	3.675596
274	2.105724	3.493356	3.780171
275	2.102570	3.937539	4.343648
276	2.032562	3.696244	4.109022
277	2.057668	3.560040	3.598440
278	2.007302	4.479990	3.747975
279	1.982779	4.500861	4.532464
280	1.986964	3.311081	4.130941
281	1.989874	4.126334	3.899313
282	1.963485	4.205019	4.012829
283	2.029274	3.931804	4.480498
284	2.069583	3.978146	3.938502
285	2.104510	4.055563	4.770555
286	2.001684	4.935460	5.208714
287	2.009610	3.731918	3.733345
288	1.983627	3.863446	3.506671
289	2.029748	4.830364	4.327135
290	1.981646	3.887150	4.700243
291	2.104371	4.398079	4.559798
292	2.068528	4.009688	3.743288
293	1.932843	6.041465	3.635476
294	2.079466	4.654654	3.824648
295	2.010768	4.338626	3.770126
296	2.028385	4.111770	5.065519
297	2.045301	4.068838	3.981087
298	2.009083	3.554937	4.993208
299	1.983001	4.217429	4.905554
300	2.068462	6.528187	5.601028
301	1.985850	4.405328	3.983080
302	2.075330	4.136776	4.244978
303	2.025072	3.865986	3.747954
304	2.057193	4.098696	3.807314
305	1.987848	3.749971	4.203711
306	2.034404	4.766433	5.290884
307	2.046239	4.326973	4.834596
308	2.062656	4.531713	3.735183
309	2.044861	4.478889	3.527123
310	2.118993	4.713000	3.888351
311	2.036277	3.992006	3.618006
312	2.026382	4.524601	4.232385
313	1.967557	4.473967	5.184097
314	2.078593	3.852201	4.773393
315	2.055031	3.910181	4.666042
316	1.995165	3.826204	6.051074
317	2.009820	4.298760	6.072680
318	2.109110	3.779406	5.710782
319	2.002521	3.828565	5.751328
320	2.071087	3.914219	6.654551
321	1.983112	3.855937	5.233880
322	2.023803	3.835732	6.313731
323	2.016014	3.673130	6.485621
324	1.986696	4.977026	5.730470
325	2.082896	3.733027	5.853663
326	1.995054	3.978530	5.718775
327	2.017481	4.137280	6.842073
328	2.070309	3.631265	5.475969
329	2.018737	4.406508	6.042688
330	2.110274	3.888925	5.515578
331	2.059859	3.873657	6.036775
332	2.001303	3.931890	5.609979
333	2.101425	4.102656	6.860967
334	1.964264	4.365534	5.430305
335	1.985540	4.216640	6.101984
336	2.009436	4.194901	5.861996
337	1.993589	4.047968	5.516136
338	2.095878	4.442939	4.907822
339	2.026864	3.970186	5.923860
340	2.027253	5.006950	6.225224
341	2.018440	4.900520	5.411866
342	2.027976	3.586975	5.668090
343	2.034887	4.375821	5.377115
344	2.111341	4.348347	5.751538
345	2.051079	5.898669	5.194095
346	2.073355	4.753917	5.824832
347	2.054188	4.663528	6.001056
348	2.078921	3.572070	5.434652
349	2.050858	3.556903	5.900613
350	2.015029	3.402983	5.891699
351	1.980275	4.468575	7.030436
352	2.042045	4.459149	6.669382
353	2.005691	5.371671	6.579782
354	2.021485	3.981905	6.557486
355	2.040437	3.814155	6.574940
356	2.018769	4.242331	4.989979
357	1.971591	4.294229	6.803989
358	2.025455	4.818557	5.668285
359	2.047370	5.288033	5.550201
360	2.095781	4.217417	6.078799
361	2.055319	4.105380	6.047308
362	2.079242	4.549829	5.841219
363	2.110613	4.226088	5.637387
364	2.075950	3.806446	6.192000
365	2.105238	4.783419	6.205838
366	2.015335	4.244126	5.264335
367	2.026956	5.375698	5.765873
368	1.955304	4.114111	5.977176
369	2.011417	4.370760	5.079424
370	1.983119	4.013381	5.032819
371	2.010417	4.344479	5.149945
372	2.009021	4.355860	5.585003
373	1.997195	4.615939	5.477779
374	2.015091	4.565687	4.212201
375	2.082477	4.926504	4.031470
376	1.941586	4.613040	4.185627
377	2.130578	5.232824	3.626719
378	2.068408	3.550667	5.239043
379	2.035792	4.359303	5.615386
380	2.009054	3.705885	5.611232
381	2.000534	5.045491	5.222116
382	2.057086	4.979454	5.745899
383	2.021322	4.524190	5.986890
384	2.079082	4.118824	4.747765
385	2.060728	4.602189	5.561363
386	1.994036	3.797348	5.094419
387	2.007706	4.303990	4.047533
388	2.030111	4.756256	4.524445
389	2.026510	3.913455	3.873639
390	2.036631	3.945229	4.712955
391	2.082974	3.929403	3.929165
392	2.139620	3.785672	6.144142
393	2.085693	3.784036	3.755206
394	2.024814	4.099508	4.247722
395	2.043517	3.994672	3.884583
396	2.065147	4.107750	5.497317
397	2.046482	4.390398	5.748959
398	2.002210	4.639990	5.342514
399	1.976725	4.691925	5.223805
400	2.095464	4.155027	5.389742
401	2.045444	4.406864	4.672090
402	2.094256	4.159988	5.386608
403	2.013333	4.264008	5.520011
404	1.994653	4.342757	5.236849
405	2.012477	3.910567	5.578073
406	2.053021	3.390600	5.426248
407	2.015246	3.752976	5.926633
408	2.088049	4.651076	5.062346
409	1.991686	3.918741	6.025559
410	2.005174	3.807738	4.599499
411	1.982457	5.242908	4.291893
412	1.996839	3.793486	5.095623
413	2.014595	5.488692	4.779699
414	2.044707	5.099918	4.382266
415	2.027557	4.394219	4.210340
416	2.004861	4.572976	5.062386
417	2.010061	3.729379	4.695585
418	2.046470	4.108552	4.034636
419	1.990174	4.356407	4.012309
420	2.033068	3.999701	3.832672
421	2.027201	4.163110	3.586325
422	2.009597	4.779672	4.262394
423	1.960493	4.130141	4.327927
424	2.038643	3.896090	5.108902
425	1.993767	4.036871	3.697701
426	2.075855	4.761610	5.237546
427	2.090289	5.081176	4.508559
428	2.060611	3.369858	4.017602
429	2.045026	3.641341	4.383014
430	2.046782	3.830885	4.439716
431	2.007291	4.203105	4.287071
432	2.082482	5.148107	4.301712
433	1.993471	5.993692	4.165000
434	2.045136	4.951717	3.920811
435	1.997805	4.368519	4.722364
436	2.008341	4.662318	5.125909
437	2.034349	5.242528	4.484795
438	2.054759	5.791390	4.149119
439	2.022420	4.157481	4.076715
440	1.954421	4.326505	3.956667
441	2.028353	4.755509	4.375928
442	2.029020	4.098708	4.268308
443	2.040727	4.298449	3.997252
444	2.039411	4.660546	4.135711
445	2.047696	4.664103	4.149570
446	2.049477	3.789537	4.631920
447	2.003380	4.227301	3.793860
448	2.080105	4.577734	3.657604
449	2.048237	4.521959	3.668368
450	2.086244	4.200403	5.039919
451	2.070260	4.879577	3.425641
452	2.046913	5.193976	3.753876
453	2.037250	4.568683	3.804099
454	2.063237	4.004859	4.021058
455	2.021858	4.674269	4.263596
456	2.063248	4.574836	4.538405
457	2.027849	5.141440	4.909496
458	2.041018	4.730584	5.613554
459	2.038052	4.122989	5.119252
460	1.975638	4.098793	4.684946
461	2.064702	5.100486	4.301795
462	2.019121	4.192321	3.342370
463	2.059566	4.390641	3.681092
464	2.054416	4.722662	3.676628
465	1.992793	4.758590	3.723952
466	2.056319	3.916975	3.921079
467	1.931092	4.344544	4.189475
468	1.954082	4.489727	5.092185
469	1.991142	3.975663	4.001621
470	1.988394	3.946759	3.767620
471	1.993753	4.676255	4.011744
472	2.070946	4.072039	4.345937
473	2.049386	3.850283	4.863215
474	1.962742	4.220860	3.887730
475	1.993058	4.681256	4.263999
476	1.994599	4.880263	4.481657
477	2.025052	4.315574	5.496601
478	2.016920	5.082170	3.561442
479	2.032531	4.978338	4.593570
480	2.013214	5.045609	4.175679
481	2.047076	3.511644	4.051527
482	2.065201	4.337908	4.287260
483	2.058249	4.077080	4.216757
484	2.013954	4.537702	4.455596
485	2.026353	3.525185	4.069049
486	2.034631	5.101266	5.108514
487	2.044062	3.393540	4.723866
488	2.067773	4.286404	4.261549
489	2.025165	3.814029	5.633608
490	2.050999	3.990505	5.491964
491	2.008687	4.242083	3.870157
492	2.023623	3.991146	4.267313
493	2.052693	4.011615	3.595098
494	1.986834	4.655819	4.154992
495	2.011450	3.797994	3.748611
496	1.966682	4.116804	3.945791
497	2.094959	3.867618	4.424656
498	1.981161	4.847616	4.224790
499	2.017699	3.655004	3.982672
