R	2_bonds	no_bonds	303_350
6.15	512.5748668553963	137.50960158105573	136.80667355601304
6.25	493.52160977750503	146.2047782341828	140.85864241587748
6.35	568.6234560348917	177.0480110508984	147.29944090180672
6.45	624.8357369501601	198.5596016373469	165.5591818905588
6.55	682.487710774959	213.97811658049562	186.867596309004
6.65	758.7036441692845	226.78969909236025	209.3105881283264
6.75	869.420731123525	255.17153219210246	223.15235759691956
6.85	918.1509466276975	297.0531453369886	272.6237827906608
6.95	915.3392053061251	295.62139875594204	272.38647073636093
7.05	899.8528336333059	337.91718953097416	359.27410941947693
7.15	935.5493360748559	375.7574823472188	344.9991151786003
7.25	964.7868525452294	368.70521440828895	402.1296810686397
7.35	951.5569041641908	417.9027422629882	422.9457324240651
7.45	1031.4339431867613	450.23649269766264	462.23151220352304
7.55	1006.8584216196077	498.61090693737174	472.46850488342704
7.65	1058.0799556687336	507.18643832436675	511.8866415671128
7.75	1106.324929320323	560.951036709565	552.1418680869746
7.85	1115.6047562096817	563.3335122933382	580.1769714260963
7.95	1110.2383696169784	631.0183135135376	593.9245293290867
8.05	1085.6535875131306	638.5040338062926	652.3282386868356
8.15	1050.4153023022704	678.2308913964375	672.6535895681294
8.25	1090.0241274249947	667.3547415622685	671.968456861733
8.35	1094.411297014062	689.9933220382303	712.9513077147305
8.45	1093.178424857598	758.5313433561004	775.8011147801346
8.55	1083.2848084500715	738.5496937513802	773.6829882791737
8.65	1070.090177737118	758.8227123765234	778.8169582963523
8.75	1013.3305507711672	776.2503939329196	826.7814252640819
8.85	1002.2096184721672	776.1705397827071	816.594878468489
8.95	953.0648762248157	808.1222548946225	826.208957025336
9.05	913.3947891505451	809.8883676254127	859.1960477710998
9.15	860.8581582677339	817.8493347507214	860.1203105135655
9.25	868.3497365109434	818.1595250966627	855.6854070744411
9.35	818.5346760524426	810.8699344201535	835.3751287932473
9.45	807.8269031702272	808.2616270935662	845.9311724238643
9.55	821.0773921879586	787.307590885854	850.7211814447548
9.65	786.4966339994571	760.1376900941799	835.1493429375424
9.75	723.2310668341171	805.7961774734405	843.3952308631775
9.85	690.1305938626375	782.8308324833789	852.28688095522
9.95	656.4214239213637	786.4375842022513	800.971805646766
10.05	611.961334471307	718.6675309335287	764.1908407224324
10.15	569.1413976645257	717.7782395639274	806.8674072024197
10.25	534.1304146905165	687.3290811089864	733.6063297875753
10.35	514.6719458882784	674.4293061157374	737.8911988000547
10.45	476.4310816314153	633.8753745723067	698.4722074870593
10.55	443.2060463563347	645.1438600103371	672.1943774440701
10.65	409.1295860969469	575.2392704843716	648.7109347505348
10.75	389.87305760830037	557.2138725456152	649.0031037850814
10.85	345.20212451587554	546.4087405720542	607.9924224351347
10.95	348.35951929316195	519.7552181994189	571.6953382688515
11.05	334.590357550362	490.6048075906738	529.4442259063378
11.15	276.3490331823003	455.8746547336007	530.8558478663001
11.25	260.78708851872153	445.4030678801168	482.32032298904335
11.35	223.90756703311868	406.9678047296597	456.86410375667526
11.45	215.82635508140572	377.85405190564325	428.0646579147162
11.55	200.08191703650147	341.51752111779825	391.4657701452466
11.65	177.01918785299205	316.89184754718957	346.1132946589454
11.75	166.88092874615856	308.3298247572014	341.8205014354382
11.85	147.95247044377822	282.0656417497347	326.47639823571615
11.95	135.77014458375618	247.3652980148763	291.1620963386078
12.05	121.451989281382	234.85631246262975	259.25762651061535
12.15	103.13712806548476	216.2600114099529	244.88123459845252
12.25	89.53713956478849	195.7523217571836	217.83071993106134
12.35	78.99423070018364	174.99242298954422	194.95185188616244
12.45	72.79238786611388	156.17513224943647	183.37163465561844
12.55	69.32267792683419	143.55024088546233	162.88848545978368
12.65	54.5298335596375	126.20097470791927	144.14907170741282
12.75	51.66127332275543	126.33148681155157	136.28645373923467
12.85	41.57215219581172	105.42460201807843	115.42391215190347
12.95	34.40264544723923	83.93247802205025	113.64207058424415
13.05	28.730080867808095	83.05562664901501	102.49535906841447
13.15	23.65182444844692	66.6525038825451	82.3894480630381
13.25	22.252393131713507	65.26495633334156	74.09453238386527
13.35	17.211039743233922	57.04302851811141	70.33387725425939
13.45	16.552596036000082	53.565405422695804	59.01668882094367
13.55	12.530317774226072	40.926007769222444	52.792168193427926
13.65	12.93396866321256	42.88113162839443	54.56618459195382
13.75	11.394593705287697	33.453725613886505	46.44673992908554
13.85	8.758161568714797	29.24939099253188	37.990317525124055
13.95	5.441712663079837	22.715096207316954	32.95546440817014
14.05	5.36484161249296	25.66380858577793	30.08943038790634
14.15	3.465501509909466	18.172777023215303	25.840302400058167
14.25	3.776866785183051	16.912977977855356	23.148988816920934
14.35	2.4841496978337405	16.510542258314597	17.694046654990313
14.45	2.2747998486934553	16.288075844311837	18.67144051691682
14.55	1.3801306205437134	12.688671371684405	17.55642666186117
14.65	1.7017297779436829	11.248778926770152	13.07168762123507
14.75	1.0074449617060235	6.876716257045125	15.405795225571804
14.85	0.16570728229667595	6.785502727932646	9.4156411919464
14.95	0.6542787179776288	5.173444609057681	9.455794727969915
15.05	0.9674054650237836	5.85527529061064	5.789561094271801
15.15	0.7956965810788501	4.741563068286311	6.350634986455019
15.25	0.47159046022278084	5.264087436770544	5.169733136339842
15.35	0.0	3.463881224054394	5.8752903196747726
15.45	0.15316433721615225	3.7039623713055465	2.594358056055601
15.55	0.15120071893668344	2.9528670761407367	3.7661314332997735
15.65	0.14927462134254213	2.360573088608927	3.1243511339898298
15.75	0.0	2.60499436723249	3.083745940373733
15.85	0.14551556693843076	1.8947909990456053	1.4500908994243682
15.95	0.1437121022049755	1.2035363678062916	2.147492702600237
16.05	0.0	1.452362218614593	2.121886748935219
16.15	0.0	1.434324775177323	1.6759227549228277
16.25	0.0	1.0305542671326389	1.5173209982865137
16.35	0.0	0.7634020411440676	0.9537062364574028
16.45	0.0	0.7541994973389319	0.40371294003591435
16.55	0.0	0.49674463797017443	0.26599305654282224
16.65	0.0	0.49061279533810914	0.7884390573164782
16.75	0.0	0.727072634485227	0.38963092389091974
16.85	0.0	0.47933117472997994	0.3849433568468895
16.95	0.0	0.35515405709724895	0.0
17.05	0.0	0.2339844440393171	0.1253796438750309
17.15	0.0	0.3468098777766138	0.3716600009649863
17.25	0.0	0.0	0.12226126428988322
17.35	0.0	0.22604894773872858	0.2418343656977875
17.45	0.0	0.3350930294716916	0.0
17.55	0.0	0.1104631027988951	0.0
17.65	0.0	0.0	0.0
17.75	0.0	0.10798782426518114	0.0
17.85	0.0	0.10668062615028376	0.0
17.95	0.0	0.0	0.0
18.05	0.0	0.0	0.0
18.15	0.0	0.0	0.0
18.25	0.0	0.0	0.0
18.35	0.0	0.0	0.0
18.45	0.0	0.0	0.0
18.55	0.0	0.0	0.0
18.65	0.0	0.0	0.0
18.75	0.0	0.0	0.0
18.85	0.0	0.0	0.0
18.95	0.0	0.0	0.0
19.05	0.0	0.0	0.0
19.15	0.0	0.0	0.0
19.25	0.0	0.0	0.0
19.35	0.0	0.0	0.0
19.45	0.0	0.0	0.0
19.55	0.0	0.0	0.0
19.65	0.0	0.0	0.0
19.75	0.0	0.0	0.0
19.85	0.0	0.0	0.0
19.95	0.0	0.0	0.0
20.05	0.0	0.0	0.0
20.15	0.0	0.0	0.0
20.25	0.0	0.0	0.0
20.35	0.0	0.0	0.0
20.45	0.0	0.0	0.0
20.55	0.0	0.0	0.0
20.65	0.0	0.0	0.0
20.75	0.0	0.0	0.0
20.85	0.0	0.0	0.0
20.95	0.0	0.0	0.0
21.05	0.0	0.0	0.0
21.15	0.0	0.0	0.0
21.25	0.0	0.0	0.0
21.35	0.0	0.0	0.0
21.45	0.0	0.0	0.0
21.55	0.0	0.0	0.0
21.65	0.0	0.0	0.0
21.75	0.0	0.0	0.0
21.85	0.0	0.0	0.0
21.95	0.0	0.0	0.0
22.05	0.0	0.0	0.0
22.15	0.0	0.0	0.0
22.25	0.0	0.0	0.0
22.35	0.0	0.0	0.0
22.45	0.0	0.0	0.0
22.55	0.0	0.0	0.0
22.65	0.0	0.0	0.0
22.75	0.0	0.0	0.0
22.85	0.0	0.0	0.0
22.95	0.0	0.0	0.0
23.05	0.0	0.0	0.0
23.15	0.0	0.0	0.0
23.25	0.0	0.0	0.0
23.35	0.0	0.0	0.0
23.45	0.0	0.0	0.0
23.55	0.0	0.0	0.0
23.65	0.0	0.0	0.0
23.75	0.0	0.0	0.0
23.85	0.0	0.0	0.0
23.95	0.0	0.0	0.0
24.05	0.0	0.0	0.0
24.15	0.0	0.0	0.0
24.25	0.0	0.0	0.0
24.35	0.0	0.0	0.0
24.45	0.0	0.0	0.0
24.55	0.0	0.0	0.0
24.65	0.0	0.0	0.0
24.75	0.0	0.0	0.0
24.85	0.0	0.0	0.0
24.95	0.0	0.0	0.0
25.05	0.0	0.0	0.0
25.15	0.0	0.0	0.0
25.25	0.0	0.0	0.0
25.35	0.0	0.0	0.0
25.45	0.0	0.0	0.0
25.55	0.0	0.0	0.0
25.65	0.0	0.0	0.0
25.75	0.0	0.0	0.0
25.85	0.0	0.0	0.0
25.95	0.0	0.0	0.0
26.05	0.0	0.0	0.0
26.15	0.0	0.0	0.0
26.25	0.0	0.0	0.0
26.35	0.0	0.0	0.0
26.45	0.0	0.0	0.0
26.55	0.0	0.0	0.0
26.65	0.0	0.0	0.0
26.75	0.0	0.0	0.0
26.85	0.0	0.0	0.0
26.95	0.0	0.0	0.0
27.05	0.0	0.0	0.0
27.15	0.0	0.0	0.0
27.25	0.0	0.0	0.0
27.35	0.0	0.0	0.0
27.45	0.0	0.0	0.0
27.55	0.0	0.0	0.0
27.65	0.0	0.0	0.0
27.75	0.0	0.0	0.0
27.85	0.0	0.0	0.0
27.95	0.0	0.0	0.0
28.05	0.0	0.0	0.0
28.15	0.0	0.0	0.0
28.25	0.0	0.0	0.0
28.35	0.0	0.0	0.0
28.45	0.0	0.0	0.0
28.55	0.0	0.0	0.0
28.65	0.0	0.0	0.0
28.75	0.0	0.0	0.0
28.85	0.0	0.0	0.0
28.95	0.0	0.0	0.0
29.05	0.0	0.0	0.0
29.15	0.0	0.0	0.0
29.25	0.0	0.0	0.0
29.35	0.0	0.0	0.0
29.45	0.0	0.0	0.0
29.55	0.0	0.0	0.0
29.65	0.0	0.0	0.0
29.75	0.0	0.0	0.0
29.85	0.0	0.0	0.0
29.95	0.0	0.0	0.0
30.05	0.0	0.0	0.0
30.15	0.0	0.0	0.0
30.25	0.0	0.0	0.0
30.35	0.0	0.0	0.0
30.45	0.0	0.0	0.0
30.55	0.0	0.0	0.0
30.65	0.0	0.0	0.0
30.75	0.0	0.0	0.0
30.85	0.0	0.0	0.0
30.95	0.0	0.0	0.0
31.05	0.0	0.0	0.0
31.15	0.0	0.0	0.0
31.25	0.0	0.0	0.0
31.35	0.0	0.0	0.0
31.45	0.0	0.0	0.0
31.55	0.0	0.0	0.0
31.65	0.0	0.0	0.0
31.75	0.0	0.0	0.0
31.85	0.0	0.0	0.0
31.95	0.0	0.0	0.0
32.05	0.0	0.0	0.0
32.15	0.0	0.0	0.0
32.25	0.0	0.0	0.0
32.35	0.0	0.0	0.0
32.45	0.0	0.0	0.0
32.55	0.0	0.0	0.0
32.65	0.0	0.0	0.0
32.75	0.0	0.0	0.0
32.85	0.0	0.0	0.0
32.95	0.0	0.0	0.0
33.05	0.0	0.0	0.0
33.15	0.0	0.0	0.0
33.25	0.0	0.0	0.0
33.35	0.0	0.0	0.0
33.45	0.0	0.0	0.0
33.55	0.0	0.0	0.0
33.65	0.0	0.0	0.0
33.75	0.0	0.0	0.0
33.85	0.0	0.0	0.0
33.95	0.0	0.0	0.0
34.05	0.0	0.0	0.0
34.15	0.0	0.0	0.0
34.25	0.0	0.0	0.0
34.35	0.0	0.0	0.0
34.45	0.0	0.0	0.0
34.55	0.0	0.0	0.0
34.65	0.0	0.0	0.0
34.75	0.0	0.0	0.0
34.85	0.0	0.0	0.0
34.95	0.0	0.0	0.0
35.05	0.0	0.0	0.0
35.15	0.0	0.0	0.0
35.25	0.0	0.0	0.0
35.35	0.0	0.0	0.0
35.45	0.0	0.0	0.0
35.55	0.0	0.0	0.0
35.65	0.0	0.0	0.0
35.75	0.0	0.0	0.0
35.85	0.0	0.0	0.0
35.95	0.0	0.0	0.0
36.05	0.0	0.0	0.0
36.15	0.0	0.0	0.0
36.25	0.0	0.0	0.0
36.35	0.0	0.0	0.0
36.45	0.0	0.0	0.0
36.55	0.0	0.0	0.0
36.65	0.0	0.0	0.0
36.75	0.0	0.0	0.0
36.85	0.0	0.0	0.0
36.95	0.0	0.0	0.0
37.05	0.0	0.0	0.0
37.15	0.0	0.0	0.0
37.25	0.0	0.0	0.0
37.35	0.0	0.0	0.0
37.45	0.0	0.0	0.0
37.55	0.0	0.0	0.0
37.65	0.0	0.0	0.0
37.75	0.0	0.0	0.0
37.85	0.0	0.0	0.0
37.95	0.0	0.0	0.0
38.05	0.0	0.0	0.0
38.15	0.0	0.0	0.0
38.25	0.0	0.0	0.0
38.35	0.0	0.0	0.0
38.45	0.0	0.0	0.0
38.55	0.0	0.0	0.0
38.65	0.0	0.0	0.0
38.75	0.0	0.0	0.0
38.85	0.0	0.0	0.0
38.95	0.0	0.0	0.0
39.05	0.0	0.0	0.0
39.15	0.0	0.0	0.0
39.25	0.0	0.0	0.0
39.35	0.0	0.0	0.0
39.45	0.0	0.0	0.0
39.55	0.0	0.0	0.0
39.65	0.0	0.0	0.0
39.75	0.0	0.0	0.0
39.85	0.0	0.0	0.0
39.95	0.0	0.0	0.0
40.05	0.0	0.0	0.0
40.15	0.0	0.0	0.0
40.25	0.0	0.0	0.0
40.35	0.0	0.0	0.0
40.45	0.0	0.0	0.0
40.55	0.0	0.0	0.0
40.65	0.0	0.0	0.0
40.75	0.0	0.0	0.0
40.85	0.0	0.0	0.0
40.95	0.0	0.0	0.0
41.05	0.0	0.0	0.0
41.15	0.0	0.0	0.0
41.25	0.0	0.0	0.0
41.35	0.0	0.0	0.0
41.45	0.0	0.0	0.0
41.55	0.0	0.0	0.0
41.65	0.0	0.0	0.0
41.75	0.0	0.0	0.0
41.85	0.0	0.0	0.0
41.95	0.0	0.0	0.0
42.05	0.0	0.0	0.0
42.15	0.0	0.0	0.0
42.25	0.0	0.0	0.0
42.35	0.0	0.0	0.0
42.45	0.0	0.0	0.0
42.55	0.0	0.0	0.0
42.65	0.0	0.0	0.0
42.75	0.0	0.0	0.0
42.85	0.0	0.0	0.0
42.95	0.0	0.0	0.0
43.05	0.0	0.0	0.0
43.15	0.0	0.0	0.0
43.25	0.0	0.0	0.0
43.35	0.0	0.0	0.0
43.45	0.0	0.0	0.0
43.55	0.0	0.0	0.0
43.65	0.0	0.0	0.0
43.75	0.0	0.0	0.0
43.85	0.0	0.0	0.0
43.95	0.0	0.0	0.0
44.05	0.0	0.0	0.0
44.15	0.0	0.0	0.0
44.25	0.0	0.0	0.0
44.35	0.0	0.0	0.0
44.45	0.0	0.0	0.0
44.55	0.0	0.0	0.0
44.65	0.0	0.0	0.0
44.75	0.0	0.0	0.0
44.85	0.0	0.0	0.0
44.95	0.0	0.0	0.0
45.05	0.0	0.0	0.0
45.15	0.0	0.0	0.0
45.25	0.0	0.0	0.0
45.35	0.0	0.0	0.0
45.45	0.0	0.0	0.0
45.55	0.0	0.0	0.0
45.65	0.0	0.0	0.0
45.75	0.0	0.0	0.0
45.85	0.0	0.0	0.0
45.95	0.0	0.0	0.0
46.05	0.0	0.0	0.0
46.15	0.0	0.0	0.0
46.25	0.0	0.0	0.0
46.35	0.0	0.0	0.0
46.45	0.0	0.0	0.0
46.55	0.0	0.0	0.0
46.65	0.0	0.0	0.0
46.75	0.0	0.0	0.0
46.85	0.0	0.0	0.0
46.95	0.0	0.0	0.0
47.05	0.0	0.0	0.0
47.15	0.0	0.0	0.0
47.25	0.0	0.0	0.0
47.35	0.0	0.0	0.0
47.45	0.0	0.0	0.0
47.55	0.0	0.0	0.0
47.65	0.0	0.0	0.0
47.75	0.0	0.0	0.0
47.85	0.0	0.0	0.0
47.95	0.0	0.0	0.0
48.05	0.0	0.0	0.0
48.15	0.0	0.0	0.0
48.25	0.0	0.0	0.0
48.35	0.0	0.0	0.0
48.45	0.0	0.0	0.0
48.55	0.0	0.0	0.0
48.65	0.0	0.0	0.0
48.75	0.0	0.0	0.0
48.85	0.0	0.0	0.0
48.95	0.0	0.0	0.0
49.05	0.0	0.0	0.0
49.15	0.0	0.0	0.0
49.25	0.0	0.0	0.0
49.35	0.0	0.0	0.0
49.45	0.0	0.0	0.0
49.55	0.0	0.0	0.0
49.65	0.0	0.0	0.0
49.75	0.0	0.0	0.0
49.85	0.0	0.0	0.0
49.95	0.0	0.0	0.0
50.05	0.0	0.0	0.0
50.15	0.0	0.0	0.0
50.25	0.0	0.0	0.0
50.35	0.0	0.0	0.0
50.45	0.0	0.0	0.0
50.55	0.0	0.0	0.0
50.65	0.0	0.0	0.0
50.75	0.0	0.0	0.0
50.85	0.0	0.0	0.0
50.95	0.0	0.0	0.0
51.05	0.0	0.0	0.0
51.15	0.0	0.0	0.0
51.25	0.0	0.0	0.0
51.35	0.0	0.0	0.0
51.45	0.0	0.0	0.0
51.55	0.0	0.0	0.0
51.65	0.0	0.0	0.0
51.75	0.0	0.0	0.0
51.85	0.0	0.0	0.0
51.95	0.0	0.0	0.0
52.05	0.0	0.0	0.0
52.15	0.0	0.0	0.0
52.25	0.0	0.0	0.0
52.35	0.0	0.0	0.0
52.45	0.0	0.0	0.0
52.55	0.0	0.0	0.0
52.65	0.0	0.0	0.0
52.75	0.0	0.0	0.0
52.85	0.0	0.0	0.0
52.95	0.0	0.0	0.0
53.05	0.0	0.0	0.0
53.15	0.0	0.0	0.0
53.25	0.0	0.0	0.0
53.35	0.0	0.0	0.0
53.45	0.0	0.0	0.0
53.55	0.0	0.0	0.0
53.65	0.0	0.0	0.0
53.75	0.0	0.0	0.0
53.85	0.0	0.0	0.0
53.95	0.0	0.0	0.0
54.05	0.0	0.0	0.0
54.15	0.0	0.0	0.0
54.25	0.0	0.0	0.0
54.35	0.0	0.0	0.0
54.45	0.0	0.0	0.0
54.55	0.0	0.0	0.0
54.65	0.0	0.0	0.0
54.75	0.0	0.0	0.0
54.85	0.0	0.0	0.0
54.95	0.0	0.0	0.0
55.05	0.0	0.0	0.0
55.15	0.0	0.0	0.0
55.25	0.0	0.0	0.0
55.35	0.0	0.0	0.0
55.45	0.0	0.0	0.0
55.55	0.0	0.0	0.0
55.65	0.0	0.0	0.0
55.75	0.0	0.0	0.0
55.85	0.0	0.0	0.0
55.95	0.0	0.0	0.0
56.05	0.0	0.0	0.0
56.15	0.0	0.0	0.0
56.25	0.0	0.0	0.0
56.35	0.0	0.0	0.0
56.45	0.0	0.0	0.0
56.55	0.0	0.0	0.0
56.65	0.0	0.0	0.0
56.75	0.0	0.0	0.0
56.85	0.0	0.0	0.0
56.95	0.0	0.0	0.0
57.05	0.0	0.0	0.0
57.15	0.0	0.0	0.0
57.25	0.0	0.0	0.0
57.35	0.0	0.0	0.0
57.45	0.0	0.0	0.0
57.55	0.0	0.0	0.0
57.65	0.0	0.0	0.0
57.75	0.0	0.0	0.0
57.85	0.0	0.0	0.0
57.95	0.0	0.0	0.0
58.05	0.0	0.0	0.0
58.15	0.0	0.0	0.0
58.25	0.0	0.0	0.0
58.35	0.0	0.0	0.0
58.45	0.0	0.0	0.0
58.55	0.0	0.0	0.0
58.65	0.0	0.0	0.0
58.75	0.0	0.0	0.0
58.85	0.0	0.0	0.0
58.95	0.0	0.0	0.0
59.05	0.0	0.0	0.0
59.15	0.0	0.0	0.0
59.25	0.0	0.0	0.0
59.35	0.0	0.0	0.0
59.45	0.0	0.0	0.0
59.55	0.0	0.0	0.0
59.65	0.0	0.0	0.0
59.75	0.0	0.0	0.0
59.85	0.0	0.0	0.0
59.95	0.0	0.0	0.0
60.05	0.0	0.0	0.0
60.15	0.0	0.0	0.0
60.25	0.0	0.0	0.0
60.35	0.0	0.0	0.0
60.45	0.0	0.0	0.0
60.55	0.0	0.0	0.0
60.65	0.0	0.0	0.0
60.75	0.0	0.0	0.0
60.85	0.0	0.0	0.0
60.95	0.0	0.0	0.0
61.05	0.0	0.0	0.0
61.15	0.0	0.0	0.0
61.25	0.0	0.0	0.0
61.35	0.0	0.0	0.0
61.45	0.0	0.0	0.0
61.55	0.0	0.0	0.0
61.65	0.0	0.0	0.0
61.75	0.0	0.0	0.0
61.85	0.0	0.0	0.0
61.95	0.0	0.0	0.0
62.05	0.0	0.0	0.0
62.15	0.0	0.0	0.0
62.25	0.0	0.0	0.0
62.35	0.0	0.0	0.0
62.45	0.0	0.0	0.0
62.55	0.0	0.0	0.0
62.65	0.0	0.0	0.0
62.75	0.0	0.0	0.0
62.85	0.0	0.0	0.0
62.95	0.0	0.0	0.0
63.05	0.0	0.0	0.0
63.15	0.0	0.0	0.0
63.25	0.0	0.0	0.0
63.35	0.0	0.0	0.0
63.45	0.0	0.0	0.0
63.55	0.0	0.0	0.0
63.65	0.0	0.0	0.0
63.75	0.0	0.0	0.0
63.85	0.0	0.0	0.0
63.95	0.0	0.0	0.0
64.05	0.0	0.0	0.0
64.15	0.0	0.0	0.0
64.25	0.0	0.0	0.0
64.35	0.0	0.0	0.0
64.45	0.0	0.0	0.0
64.55	0.0	0.0	0.0
64.65	0.0	0.0	0.0
64.75	0.0	0.0	0.0
64.85	0.0	0.0	0.0
64.95	0.0	0.0	0.0
65.05	0.0	0.0	0.0
65.15	0.0	0.0	0.0
65.25	0.0	0.0	0.0
65.35	0.0	0.0	0.0
65.45	0.0	0.0	0.0
65.55	0.0	0.0	0.0
65.65	0.0	0.0	0.0
65.75	0.0	0.0	0.0
65.85	0.0	0.0	0.0
65.95	0.0	0.0	0.0
66.05	0.0	0.0	0.0
66.15	0.0	0.0	0.0
66.25	0.0	0.0	0.0
66.35	0.0	0.0	0.0
66.45	0.0	0.0	0.0
66.55	0.0	0.0	0.0
66.65	0.0	0.0	0.0
66.75	0.0	0.0	0.0
66.85	0.0	0.0	0.0
66.95	0.0	0.0	0.0
67.05	0.0	0.0	0.0
67.15	0.0	0.0	0.0
67.25	0.0	0.0	0.0
67.35	0.0	0.0	0.0
67.45	0.0	0.0	0.0
67.55	0.0	0.0	0.0
67.65	0.0	0.0	0.0
67.75	0.0	0.0	0.0
67.85	0.0	0.0	0.0
67.95	0.0	0.0	0.0
68.05	0.0	0.0	0.0
68.15	0.0	0.0	0.0
68.25	0.0	0.0	0.0
68.35	0.0	0.0	0.0
68.45	0.0	0.0	0.0
68.55	0.0	0.0	0.0
68.65	0.0	0.0	0.0
68.75	0.0	0.0	0.0
68.85	0.0	0.0	0.0
68.95	0.0	0.0	0.0
69.05	0.0	0.0	0.0
69.15	0.0	0.0	0.0
69.25	0.0	0.0	0.0
69.35	0.0	0.0	0.0
69.45	0.0	0.0	0.0
69.55	0.0	0.0	0.0
69.65	0.0	0.0	0.0
69.75	0.0	0.0	0.0
69.85	0.0	0.0	0.0
69.95	0.0	0.0	0.0
70.05	0.0	0.0	0.0
70.15	0.0	0.0	0.0
70.25	0.0	0.0	0.0
70.35	0.0	0.0	0.0
70.45	0.0	0.0	0.0
70.55	0.0	0.0	0.0
70.65	0.0	0.0	0.0
70.75	0.0	0.0	0.0
70.85	0.0	0.0	0.0
70.95	0.0	0.0	0.0
71.05	0.0	0.0	0.0
71.15	0.0	0.0	0.0
71.25	0.0	0.0	0.0
71.35	0.0	0.0	0.0
71.45	0.0	0.0	0.0
71.55	0.0	0.0	0.0
71.65	0.0	0.0	0.0
71.75	0.0	0.0	0.0
71.85	0.0	0.0	0.0
71.95	0.0	0.0	0.0
72.05	0.0	0.0	0.0
72.15	0.0	0.0	0.0
72.25	0.0	0.0	0.0
72.35	0.0	0.0	0.0
72.45	0.0	0.0	0.0
72.55	0.0	0.0	0.0
72.65	0.0	0.0	0.0
72.75	0.0	0.0	0.0
72.85	0.0	0.0	0.0
72.95	0.0	0.0	0.0
73.05	0.0	0.0	0.0
73.15	0.0	0.0	0.0
73.25	0.0	0.0	0.0
73.35	0.0	0.0	0.0
73.45	0.0	0.0	0.0
73.55	0.0	0.0	0.0
73.65	0.0	0.0	0.0
73.75	0.0	0.0	0.0
73.85	0.0	0.0	0.0
73.95	0.0	0.0	0.0
74.05	0.0	0.0	0.0
74.15	0.0	0.0	0.0
74.25	0.0	0.0	0.0
74.35	0.0	0.0	0.0
74.45	0.0	0.0	0.0
74.55	0.0	0.0	0.0
74.65	0.0	0.0	0.0
74.75	0.0	0.0	0.0
74.85	0.0	0.0	0.0
74.95	0.0	0.0	0.0
75.05	0.0	0.0	0.0
75.15	0.0	0.0	0.0
75.25	0.0	0.0	0.0
75.35	0.0	0.0	0.0
75.45	0.0	0.0	0.0
75.55	0.0	0.0	0.0
75.65	0.0	0.0	0.0
75.75	0.0	0.0	0.0
75.85	0.0	0.0	0.0
75.95	0.0	0.0	0.0
76.05	0.0	0.0	0.0
76.15	0.0	0.0	0.0
76.25	0.0	0.0	0.0
